original_title,revenue,budget,popularity,actors_cnt,original_language,language_en,language_fr,language_es,language_de,language_ru,language_it,language_ja,release_date,release_year,release_month,release_week,release_weekday,runtime,runtime_intervals,runtime_cat,is_collection,keywords_cnt,crew_total_cnt,crew_writing_cnt,crew_directing_cnt,crew_art_cnt,crew_sound_cnt,crew_costume_makeup_cnt,crew_visual_effects_cnt,crew_production_cnt,crew_actors_cnt,crew_camera_cnt,crew_lighting_cnt,crew_editing_cnt,sw_genre_action,sw_genre_adventure,sw_genre_animation,sw_genre_comedy,sw_genre_crime,sw_genre_documentary,sw_genre_drama,sw_genre_family,sw_genre_fantasy,sw_genre_foreign,sw_genre_history,sw_genre_horror,sw_genre_music,sw_genre_mystery,sw_genre_romance,sw_genre_science_fiction,sw_genre_thriller,sw_genre_tv_movie,sw_genre_war,sw_genre_western,genres_total,actor0_avg_revenue,actor0_avg_revenue_5y,actor0_blockbusters,actor0_blockbusters_5y,actor0_movies,actor0_movies_5y,actor0_gender,actor1_avg_revenue,actor1_avg_revenue_5y,actor1_blockbusters,actor1_blockbusters_5y,actor1_movies,actor1_movies_5y,actor1_gender,actor2_avg_revenue,actor2_avg_revenue_5y,actor2_blockbusters,actor2_blockbusters_5y,actor2_movies,actor2_movies_5y,actor2_gender,all_directors_avg_revenue,all_directors_avg_blockbusters,all_directors_avg_revenue_5y,all_directors_avg_blockbusters_5y,all_producers_avg_revenue,all_producers_avg_blockbusters,all_producers_avg_revenue_5y,all_producers_avg_blockbusters_5y
The Perfect Storm,483635102,178158188,18.911961,29,en,1,0,0,0,0,0,0,2000-03-15,2000,3,12,4,130,13,Long,0,10,16,2,1,4,1,0,0,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,151651752,339609877,14,3,20,3,2,165462924,178496473,14,5,18,7,2,121714327,334772759,4,1,13,2,1,173371999,4,NULL,0,236333717,3,67558539,0
Hannah and Her Sisters,93501512,14928876,9.57874,24,en,1,0,0,0,0,0,0,1986-02-07,1986,2,6,6,107,11,Intermediate,0,11,12,1,1,2,0,0,0,5,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25734870,2681345,1,0,10,1,2,151742342,88878601,9,2,20,3,2,18230937,NULL,0,0,6,0,0,54534908,3,51029361,0,27181322,0,NULL,0
Blood Work,37232295,71055309,5.852263,18,en,1,0,0,0,0,0,0,2002-08-04,2002,8,32,1,110,11,Intermediate,0,8,33,2,2,3,11,0,0,4,0,3,0,6,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,53521335,NULL,2,0,12,0,2,76758354,630161890,3,1,14,1,2,35150281,20300000,1,0,10,1,1,67361823,3,67347013,0,84664573,2,67347013,0
Lucky Number Slevin,71407538,34239777,11.15092,17,en,1,0,0,0,0,0,0,2006-02-24,2006,2,8,6,110,11,Intermediate,0,18,16,1,1,1,1,0,0,9,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,41637061,240978,1,0,7,1,2,83661434,92346477,8,1,25,3,2,75300730,22243116,2,0,6,2,1,56308881,0,NULL,0,53970975.4,0,NULL,0
Night of the Comet,35479291,7381819,4.947043,17,en,1,0,0,0,0,0,0,1984-11-16,1984,11,46,6,95,10,Intermediate,0,3,10,1,1,1,1,0,0,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,17281546,NULL,0,0,3,0,1,34194238,110000000,1,1,4,1,2,20755901,NULL,0,0,2,0,1,14418922,0,NULL,0,14418922,0,NULL,0
Race to Witch Mountain,126679121,59583428,8.176147,45,en,1,0,0,0,0,0,0,2009-03-12,2009,3,11,5,98,10,Intermediate,0,9,10,3,1,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,6,205712494,421897058,9,3,15,5,2,83739654,27187375,2,0,5,1,1,95242517,89711782,2,1,3,2,2,103088633,4,107597242,1,NULL,NULL,NULL,NULL
The Twilight Saga: Eclipse,818937348,79725740,34.047399,42,en,1,0,0,0,0,0,0,2010-06-23,2010,6,26,4,124,12,Long,0,6,39,2,2,1,8,0,0,11,0,2,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4,195138571,1578356,3,0,9,2,1,285498366,5434881,2,0,5,2,2,372749912,593683,3,0,4,1,2,352756778,1,NULL,0,340579452,6,148686149.5,3
The Pirates of Penzance,1782661,0,2.555585,6,en,1,0,0,0,0,0,0,1983-02-18,1983,2,8,6,112,11,Intermediate,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,169256620,1262886337,2,1,9,1,2,59979369,NULL,2,0,6,0,1,694497,NULL,0,0,1,0,1,694497,0,NULL,0,NULL,NULL,NULL,NULL
Alien Nation,69489965,34577447,15.133316,12,en,1,0,0,0,0,0,0,1988-10-07,1988,10,41,6,91,9,Intermediate,0,4,37,1,1,6,9,0,0,3,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,73136114,24186232,3,0,12,1,2,17257463,5483299,0,0,5,1,2,75219648,28883511,4,0,14,1,2,26313215,0,NULL,0,44069030.5,1,NULL,0
Moby Dick,97751206,42296195,4.31583,10,en,1,0,0,0,0,0,0,1956-06-27,1956,6,26,4,116,12,Intermediate,0,9,10,3,2,0,1,0,0,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12097808,NULL,0,0,6,0,2,7652500,NULL,0,0,2,0,2,25125000,NULL,0,0,4,0,2,22076787,0,NULL,0,10400000,0,NULL,0
Juno,285393108,9249530,11.791591,30,en,1,0,0,0,0,0,0,2007-12-05,2007,12,49,4,96,10,Intermediate,0,11,72,1,3,15,16,0,0,14,0,5,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,87642799,304179,3,0,9,2,1,113498715,NULL,2,0,4,0,2,78380947,24439661,3,0,7,2,1,88122413,2,10368487,0,183275074,1,20275812,0
15 Minutes,81359816,86614455,12.149946,0,en,1,0,0,0,0,0,0,2001-03-01,2001,3,9,5,120,12,Long,0,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bounce,54604439,51962805,13.349518,18,en,1,0,0,0,0,0,0,2000-11-15,2000,11,47,4,106,11,Intermediate,0,5,6,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,73313574,130865511,6,1,16,3,2,151387248,NULL,2,0,12,0,1,59644009,NULL,2,0,6,0,2,69389648,1,NULL,0,98612342,3,183860767,1
Ace in the Hole,12782850,17906334,11.046411,32,en,1,0,0,0,0,0,0,1951-06-29,1951,6,26,6,111,11,Intermediate,0,12,33,3,3,4,6,0,0,5,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24350000,NULL,0,0,3,0,2,1300000,NULL,0,0,1,0,1,2262500,NULL,0,0,2,0,2,7000000,0,NULL,0,7950000,0,NULL,0
Dom Hemingway,574523,0,5.713974,12,en,1,0,0,0,0,0,0,2013-11-15,2013,11,46,6,93,9,Intermediate,0,4,9,1,1,2,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,90992740,118094865,4,1,9,2,2,52680960,78141814,1,1,3,2,2,34190615,13294785,3,0,12,3,2,8910378,0,523511,0,NULL,NULL,NULL,NULL
Dolphin Tale,108432961,42052774,6.695229,19,en,1,0,0,0,0,0,0,2011-09-23,2011,9,39,6,113,11,Intermediate,0,5,18,2,1,1,1,0,0,11,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,131610244,132763967,13,5,27,6,2,62999497,161025640,4,1,12,1,1,55735925,NULL,1,0,3,0,2,95404397,1,NULL,0,93056345.7,3,133718711,0
A Dirty Shame,2590630,20300979,7.665431,17,en,1,0,0,0,0,0,0,2004-09-12,2004,9,38,1,89,9,Short,0,11,10,1,1,2,1,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16318191,NULL,0,0,3,0,0,25249388,1055287,1,0,3,1,2,27598526,NULL,0,0,6,0,1,6000299,0,NULL,0,NULL,NULL,NULL,NULL
The Internship,48287487,63651687,0.393865,117,en,1,0,0,0,0,0,0,2013-06-07,2013,6,23,6,119,12,Intermediate,0,7,20,3,1,3,1,0,0,9,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139404535,126070513,13,2,22,4,2,72980110,22002094,6,0,16,2,2,168352282,72143073,2,1,6,5,1,46088778,0,42648160,0,49807288,0,36766985.5,0
Ted,611731384,55675889,19.638605,50,en,1,0,0,0,0,0,0,2012-06-29,2012,6,26,6,106,11,Intermediate,0,5,83,4,1,3,6,0,0,5,0,4,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,165462924,178496473,14,5,18,7,2,161778923,953485,4,0,7,2,1,292951137,217022588,3,1,3,1,2,383195452,2,217022588,1,438586406.3,1,217022588,0
Bee Season,8976125,18326667,2.308846,5,en,1,0,0,0,0,0,0,2005-09-03,2005,9,36,7,104,10,Intermediate,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,82444626,166775,6,0,14,1,2,6856989,NULL,0,0,1,0,1,55212513,44000000,2,0,4,1,2,3479885,0,NULL,0,NULL,NULL,NULL,NULL
To the Wonder,644874,0,8.452485,8,en,1,0,0,0,0,0,0,2013-02-22,2013,2,8,6,112,11,Intermediate,1,0,30,1,2,3,7,0,0,8,0,2,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,73313574,130865511,6,1,16,3,2,136689524,16221252,3,0,6,3,1,75726669,35798475,3,1,7,2,2,21560385,0,515650,0,10817773.5,0,1390966.5,0
Before I Wake,3510520,0,9.449103,12,en,1,0,0,0,0,0,0,2016-04-07,2016,4,15,5,97,10,Intermediate,0,4,28,2,1,4,3,0,0,15,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,4,98001176,3295624,2,0,7,1,1,175364901,175364901,1,1,2,2,2,46747569,3295624,2,0,6,1,2,43010539,1,43010539,1,10750818.3,0,10084727.7,0
Epic,294582897,109744288,11.913405,25,en,1,0,0,0,0,0,0,2013-05-15,2013,5,20,4,102,10,Intermediate,0,2,23,6,2,4,1,0,0,2,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,146781716,460927448,3,2,8,2,2,122258762,204612514,5,3,7,3,1,93024424,103175255,6,1,14,3,2,304126921,3,268426634,1,393069947.5,3,303464735,1
The Constant Gardener,107952798,32726190,11.556484,20,en,1,0,0,0,0,0,0,2005-08-31,2005,8,36,4,129,13,Long,1,8,72,2,2,6,10,0,0,23,0,7,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3,190447827,294630456,5,1,9,3,2,84865605,7243227,7,0,14,3,1,83063707,14669663,6,0,14,2,2,82466670,1,NULL,0,66397049.5,1,48902953,0
????,356454,2820838,0.653271,7,zh,0,0,0,0,0,0,0,2000-12-31,2000,12,54,1,102,10,Intermediate,0,0,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32158415,64076736,0,0,2,1,0,4462810,NULL,0,0,2,0,0,240093,NULL,0,0,1,0,0,142502877,2,331957105,1,NULL,NULL,NULL,NULL
Midnight Special,6617363,19173716,12.682927,36,en,1,0,0,0,0,0,0,2016-02-18,2016,2,8,5,112,11,Intermediate,0,8,46,1,2,6,7,0,0,6,0,5,1,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,58973080,100008655,2,1,16,7,2,29099845,29099845,0,0,3,3,2,180803616,32595468,3,0,10,2,2,4655798,0,6212282,0,25407645.5,0,15980838.5,0
La Loi du marché,114873,0,4.778045,9,fr,0,1,0,0,0,0,0,2015-03-16,2015,3,12,2,93,9,Intermediate,0,1,19,2,1,1,0,0,0,10,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1055160,106498,0,0,2,1,2,106498,106498,0,0,1,1,0,106498,106498,0,0,1,1,0,106498,0,106498,0,106498,0,106498,0
Dances with Wolves,829777823,43033313,11.654349,57,en,1,0,0,0,0,0,0,1990-11-09,1990,11,45,6,181,18,Long,0,3,67,1,2,6,13,0,0,10,0,5,2,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,195695950,314697805,7,2,13,3,2,424208848,NULL,1,0,1,0,1,397122394,57330873,2,0,3,1,2,424208848,1,NULL,0,292284284,2,NULL,0
Take Me Home Tonight,7874175,21594668,8.132811,28,en,1,0,0,0,0,0,0,2011-03-04,2011,3,10,6,97,10,Intermediate,0,9,45,5,4,6,5,0,0,6,0,5,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,60651748,2541554,2,0,6,1,2,129798409,147587831,6,2,9,3,1,113791037,110000000,2,1,4,1,2,5344913,0,7847000,0,46895987,1,52892847,0
Aloha,28314430,39909833,8.451297,17,en,1,0,0,0,0,0,0,2015-05-27,2015,5,22,4,105,11,Intermediate,0,6,81,1,4,10,14,0,0,17,0,8,3,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,227307643,264391402,11,7,17,10,2,80661321,48705729,5,1,8,4,1,102107552,28486530,6,1,10,4,1,66122250,1,26250020,0,53369005,4,31969277,0
Peggy Sue Got Married,96531140,41987464,7.471655,17,en,1,0,0,0,0,0,0,1986-10-05,1986,10,41,1,103,10,Intermediate,0,2,8,2,1,0,1,0,0,2,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4,94502167,21388195,9,0,22,2,2,148921411,60700000,9,0,14,1,2,16405918,10000000,0,0,5,1,1,79523135,3,NULL,0,41382841,0,NULL,0
The Arrival,22890788,40735660,6.497591,23,en,1,0,0,0,0,0,0,1996-05-31,1996,5,22,6,115,12,Intermediate,0,18,63,1,3,8,9,0,0,13,0,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4,58105472,78378744,4,1,15,1,2,27381449,NULL,1,0,7,0,1,156583675,221768205,3,1,9,3,2,7326967,0,NULL,0,14048372,0,NULL,0
Collateral Damage,111389759,120794024,10.175503,21,en,1,0,0,0,0,0,0,2002-02-06,2002,2,6,4,108,11,Intermediate,0,8,151,4,5,20,30,0,0,26,0,10,6,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,158803707,111840531,13,1,16,2,2,143870086,NULL,2,0,3,0,1,43239380,117698894,3,1,10,1,2,69295884,1,NULL,0,85585044.5,2,NULL,0
More American Graffiti,52873368,8803616,3.084426,22,en,1,0,0,0,0,0,0,1979-08-03,1979,8,31,6,110,11,Intermediate,0,3,16,4,1,2,0,0,0,4,0,1,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,35868339,NULL,1,0,4,0,1,6989924,NULL,0,0,4,0,2,15014674,NULL,0,0,1,0,2,15014674,0,NULL,0,87035221,1,NULL,0
Ghosts of Mars,20225676,40420079,7.058599,21,en,1,0,0,0,0,0,0,2001-08-24,2001,8,34,6,98,10,Intermediate,0,7,24,2,1,4,2,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,52642871,NULL,2,0,6,0,1,63707769,136902012,5,3,11,3,2,163019915,400531530,11,3,21,5,2,29255451,0,NULL,0,14010832,0,NULL,0
The Good Dinosaur,358030196,188762726,12.319595,19,en,1,0,0,0,0,0,0,2015-11-14,2015,11,46,7,93,9,Intermediate,0,9,11,6,1,0,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,331926147,331926147,1,1,1,1,0,331926147,331926147,1,1,1,1,0,213955692,335018524,9,2,13,3,2,331926147,1,331926147,1,388907709.5,1,331926147,1
May,213560,710553,8.398158,17,en,1,0,0,0,0,0,0,2002-01-13,2002,1,3,1,93,9,Intermediate,0,5,12,2,1,0,1,0,0,4,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,4,296981,443684,0,0,2,1,1,12954927,NULL,0,0,8,0,2,129798409,147587831,6,2,9,3,1,150277,0,NULL,0,150277,0,NULL,0
???,87,0,1.832762,7,zh,0,0,0,0,0,0,0,2013-06-27,2013,6,26,5,116,12,Intermediate,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,58854,79,0,0,2,1,1,79,79,0,0,1,1,1,79,79,0,0,1,1,0,79,0,79,0,NULL,NULL,NULL,NULL
Penguins of Madagascar,403408048,142550030,22.201607,16,en,1,0,0,0,0,0,0,2014-11-22,2014,11,47,7,92,9,Intermediate,0,3,4,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,436183501,436183501,2,2,2,2,2,436183501,436183501,2,2,2,2,2,373552094,373552094,1,1,1,1,2,373552094,1,373552094,1,NULL,NULL,NULL,NULL
Ace Ventura: When Nature Calls,356285093,50326181,8.205448,15,en,1,0,0,0,0,0,0,1995-11-10,1995,11,45,6,90,9,Intermediate,0,4,11,2,1,0,1,0,0,4,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,148921411,60700000,9,0,14,1,2,119707514,NULL,3,0,3,0,2,134330127,NULL,3,0,7,0,2,212385533,1,NULL,0,158336885,1,NULL,0
Blaze,39443339,0,3.444266,9,en,1,0,0,0,0,0,0,1989-12-15,1989,12,50,6,117,12,Intermediate,0,3,19,3,2,1,3,0,0,6,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,113878317,350170057,3,1,9,1,2,16572163,NULL,0,0,5,0,1,15065500,NULL,0,0,2,0,2,21922654,0,NULL,0,15487553.5,0,NULL,0
The Men Who Stare at Goats,81902616,28600046,6.253084,35,en,1,0,0,0,0,0,0,2009-10-17,2009,10,42,7,93,9,Intermediate,0,7,41,2,3,3,10,0,0,5,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,151651752,339609877,14,3,20,3,2,224405999,490168012,6,2,16,3,2,81218767,114178613,5,1,14,1,2,68729358,0,NULL,0,92863341,1,NULL,0
A Civil Action,88935543,109791350,9.353499,19,pt,0,0,0,0,0,0,0,1998-03-05,1998,3,10,5,115,12,Intermediate,0,6,15,1,2,2,1,0,0,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,105983477,NULL,6,0,12,0,2,70655181,83719388,7,1,20,1,2,189129983,227323065,7,3,11,3,2,33076899,0,NULL,0,55987259,2,37688534,0
Cocktail,20934134,7126514,7.950488,7,hi,0,0,0,0,0,0,0,2012-07-13,2012,7,28,6,144,14,Long,0,2,9,2,1,0,1,0,0,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,33671843,46719739,0,0,5,3,1,16000121,NULL,0,0,2,0,2,18800000,NULL,0,0,1,0,2,18800000,0,NULL,0,18800000,0,NULL,0
The Next Three Days,59968589,35173121,9.591425,42,en,1,0,0,0,0,0,0,2010-11-18,2010,11,47,5,133,13,Long,0,7,18,3,1,1,1,0,0,8,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,4,146972579,255211735,6,3,15,6,2,102755918,206116622,7,2,15,4,1,35516475,NULL,3,0,12,0,2,45212426,1,1749201,0,34241814.4,0,3118660.5,0
Elektra,74198869,56289048,13.802674,20,en,1,0,0,0,0,0,0,2005-01-13,2005,1,3,5,97,10,Intermediate,0,4,111,6,4,11,14,0,0,19,0,9,5,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,78380947,24439661,3,0,7,2,1,107840572,71009334,2,1,5,1,2,236740768,373865908,4,3,7,3,2,29765915,0,NULL,0,146495047,5,143833345.5,1
The Internet's Own Boy: The Story of Aaron Swartz,52820,0,6.114898,5,en,1,0,0,0,0,0,0,2014-06-27,2014,6,26,6,105,11,Intermediate,0,6,22,1,1,0,1,0,0,11,0,3,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,48911,48911,0,0,1,1,2,48911,48911,0,0,1,1,0,48911,48911,0,0,1,1,0,48911,0,48911,0,48911,0,48911,0
??????????,55394797,0,3.606688,16,cn,0,0,0,0,0,0,0,1992-09-16,1992,9,38,4,113,11,Intermediate,0,8,13,3,1,1,3,0,0,3,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,89246461,206172544,4,1,9,1,2,30399676,NULL,0,0,1,0,1,30399676,NULL,0,0,1,0,0,38659932,1,36258384,1,33059324.5,0,72287783,0
Noah,391621082,134990559,14.924487,18,en,1,0,0,0,0,0,0,2014-03-20,2014,3,12,5,139,14,Long,0,4,75,2,2,17,8,0,0,12,0,2,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,146972579,255211735,6,3,15,6,2,86821687,181345280,3,1,12,2,1,501342590,415923189,4,2,7,4,1,149151292,2,362637473,1,240466716.5,3,364165534,2
Speed Racer,111553916,142491466,7.134168,26,en,1,0,0,0,0,0,0,2008-05-09,2008,5,19,6,135,14,Long,1,6,26,3,2,1,1,0,0,14,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,50441437,149295601,2,1,8,1,2,94247089,347434178,2,1,6,1,1,162132295,531865000,3,1,5,1,2,77146650,2,NULL,0,94443239.8,3,62788218,0
Scarlet Street,41876418,17072306,6.360746,58,en,1,0,0,0,0,0,0,1945-12-28,1945,12,52,6,103,10,Intermediate,0,11,18,3,2,2,3,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62824193,NULL,1,0,2,0,2,2948386,NULL,0,0,1,0,1,6040193,NULL,0,0,2,0,2,2948386,0,NULL,0,2948386,0,NULL,0
Zombieland,122016592,28123378,11.063029,16,en,1,0,0,0,0,0,0,2009-10-07,2009,10,41,4,88,9,Short,0,20,9,2,1,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,132314298,154562381,4,2,6,4,2,113395008,183698960,6,4,15,7,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,103796143,2,105200903,1,83181682,3,194647323,1
Diary of a Wimpy Kid: The Long Haul,41844793,22945716,28.176992,15,en,1,0,0,0,0,0,0,2017-05-19,2017,5,20,6,91,9,Intermediate,0,0,7,2,1,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,40120144,40120144,0,0,1,1,2,40120144,40120144,0,0,1,1,2,40120144,40120144,0,0,1,1,2,63216571,2,40120144,0,134223581,0,193447173.5,0
Never Talk to Strangers,10,10736252,7.506958,7,en,1,0,0,0,0,0,0,1995-10-20,1995,10,42,6,86,9,Short,0,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,69069205,NULL,3,0,9,0,1,97494396,115537634,7,1,14,2,2,10131172,NULL,0,0,3,0,2,6,0,NULL,0,NULL,NULL,NULL,NULL
Logan,12280,158279,0.588872,12,en,1,0,0,0,0,0,0,2010-09-10,2010,9,37,6,94,9,Intermediate,0,0,12,5,2,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,10474,NULL,0,0,1,0,2,10474,NULL,0,0,1,0,2,349250911,NULL,1,0,2,0,0,10474,0,NULL,0,10474,0,NULL,0
Home Run,3139806,1316931,1.472463,14,en,1,0,0,0,0,0,0,2013-04-19,2013,4,16,6,114,11,Intermediate,0,1,6,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76078311,76078311,1,1,2,2,0,2861020,2861020,0,0,1,1,1,2861020,2861020,0,0,1,1,2,2861020,0,2861020,0,NULL,NULL,NULL,NULL
The Station Agent,12060083,694720,5.85469,15,en,1,0,0,0,0,0,0,2003-01-26,2003,1,5,1,88,9,Short,0,5,16,1,2,3,1,0,0,6,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,96558018,121820639,2,1,7,2,2,79953833,311256926,2,1,9,1,1,87168009,140941430,4,1,10,2,2,9522903,0,NULL,0,7460979.3,0,653951,0
Blank City,112864,0,0.31754,15,en,1,0,0,0,0,0,0,2011-04-06,2011,4,15,4,94,9,Intermediate,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99303,NULL,0,0,1,0,2,9285264,NULL,0,0,4,0,1,99303,NULL,0,0,1,0,1,99303,0,NULL,0,NULL,NULL,NULL,NULL
Der Himmel über Berlin,7201606,5626254,6.357321,10,de,0,0,0,1,0,0,0,1987-01-01,1987,1,1,5,128,13,Long,0,8,13,6,1,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3,56582811,36497975,4,1,7,2,2,2005228,NULL,0,0,2,0,2,2005228,NULL,0,0,2,0,0,3728683,0,8034,0,2602614,0,NULL,0
Below,860568,0,11.19785,12,en,1,0,0,0,0,0,0,2002-10-11,2002,10,41,6,105,11,Intermediate,0,15,54,3,3,6,6,0,0,13,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,11421336,NULL,0,0,4,0,2,74679968,11392668,4,0,14,4,2,73324755,65843566,2,1,10,2,1,7326967,0,NULL,0,46775615.3,0,362637473,0
Donnie Brasco,66829213,55750748,12.201954,13,en,1,0,0,0,0,0,0,1997-02-27,1997,2,9,5,127,13,Long,0,10,13,3,1,0,1,0,0,6,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,288573267,NULL,9,0,16,0,2,115676081,NULL,8,0,12,0,2,167322047,155760117,7,1,12,1,2,148327915,1,NULL,0,77676670.3,1,NULL,0
